ID,duration,wav,semantics,intent,entities,transcript
121659,3.456,./slurp/slurp_real/audio-1490106647-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'july'}]},query,[{'type': 'person'| 'filler': 'july'}],please tell me if july has sent me any emails
123314,2.944,./slurp/slurp_real/audio-1495377848-headset.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'event_name'| 'filler': 'meetings'}| {'type': 'time'| 'filler': 'the rest of the week'}]},remove,[{'type': 'event_name'| 'filler': 'meetings'}| {'type': 'time'| 'filler': 'the rest of the week'}],remove all my meetings for the rest of the week
124301,2.304,./slurp/slurp_real/audio-1490371988-headset.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'animal'}]},joke,[{'type': 'joke_type'| 'filler': 'animal'}],can you find an animal joke for me
123607,2.5596875,./slurp/slurp_real/audio-1499689038.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],do i have any events today
125805,2.816,./slurp/slurp_real/audio-1434532024-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'government shutdown'}]},query,[{'type': 'news_topic'| 'filler': 'government shutdown'}],get current news on government shutdown
121260,3.5835,./slurp/slurp_real/audio-1490960520.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],listen to this song
123726,3.072,./slurp/slurp_real/audio--1504194659-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},query,[],provide me the alarm times you have set
120132,2.6236875,./slurp/slurp_real/audio-1497024071.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'next podcast'}]},podcasts,[{'type': 'podcast_descriptor'| 'filler': 'next podcast'}],skip to next podcast
124151,2.17575,./slurp/slurp_real/audio-1502218559.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],what's happening in the world today
121346,2.11175,./slurp/slurp_real/audio-1498571475.flac,{'scenario': 'iot'| 'action': 'hue_lightup'| 'entities': []},hue_lightup,[],turn up the lights in here please
122720,2.815625,./slurp/slurp_real/audio-1500388304.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': []},definition,[],try out in wikipedia
122517,4.0954375,./slurp/slurp_real/audio-1488974906.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'tomorrow'}]},query,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'tomorrow'}],is the meeting scheduled for tomorrow
121142,2.112,./slurp/slurp_real/audio-1497881341-headset.flac,{'scenario': 'play'| 'action': 'game'| 'entities': [{'type': 'game_name'| 'filler': 'papa pear saga'}]},game,[{'type': 'game_name'| 'filler': 'papa pear saga'}],open papa pear saga
128123,1.984,./slurp/slurp_real/audio-1490801798-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'coffee_type'| 'filler': 'espresso'}]},coffee,[{'type': 'coffee_type'| 'filler': 'espresso'}],can i have an espresso please
127728,2.496,./slurp/slurp_real/audio-1490183696-headset.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'date'| 'filler': 'wednesday'}| {'type': 'timeofday'| 'filler': 'morning'}]},remove,[{'type': 'date'| 'filler': 'wednesday'}| {'type': 'timeofday'| 'filler': 'morning'}],remove meeting for wednesday morning
125970,4.0954375,./slurp/slurp_real/audio-1490371630.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'place_name'| 'filler': 'usa'}| {'type': 'place_name'| 'filler': 'china'}]},currency,[{'type': 'place_name'| 'filler': 'usa'}| {'type': 'place_name'| 'filler': 'china'}],what's the exchange rates between usa and china
121641,3.9675,./slurp/slurp_real/audio-1495377019.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'the united states of america'}]},factoid,[{'type': 'place_name'| 'filler': 'the united states of america'}],who was the twenty fifth president of the united states of america
123621,2.56,./slurp/slurp_real/audio-1434530738-headset.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'john'}]},querycontact,[{'type': 'person'| 'filler': 'john'}],open the contact named john
126597,2.2396875,./slurp/slurp_real/audio-1498571223.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},createoradd,[],can you create a new list
121447,2.24,./slurp/slurp_real/audio-1499266802-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'business_name'| 'filler': 'samsung'}]},currency,[{'type': 'business_name'| 'filler': 'samsung'}],what's the exchange rate for samsung
127870,4.032,./slurp/slurp_real/audio-1492779911-headset.flac,"{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': ""aretha franklin's""}]}",music,"[{'type': 'artist_name'| 'filler': ""aretha franklin's""}]",please play aretha franklin's call me next
122871,1.728,./slurp/slurp_real/audio-1498564672-headset.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': []},sendemail,[],start email
122925,2.751625,./slurp/slurp_real/audio-1488973735.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'meetings'}| {'type': 'date'| 'filler': 'this week'}]},query,[{'type': 'event_name'| 'filler': 'meetings'}| {'type': 'date'| 'filler': 'this week'}],how many meetings do i have this week
123344,1.344,./slurp/slurp_real/audio-1497882448-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],when is it
124298,2.4316875,./slurp/slurp_real/audio-1497879645.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': []},traffic,[],are there any traffic issues
126335,3.2,./slurp/slurp_real/audio-1434536413-headset.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'food_type'| 'filler': 'mexican'}]},recipe,[{'type': 'food_type'| 'filler': 'mexican'}],i need some ideas for dinner that are mexican
123446,1.984,./slurp/slurp_real/audio-1490357363-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},remove,[],please remove this item from the list
126515,2.368,./slurp/slurp_real/audio-1502891007-headset.flac,{'scenario': 'email'| 'action': 'addcontact'| 'entities': []},addcontact,[],save to contacts
128282,3.072,./slurp/slurp_real/audio-1434529805-headset.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'food_type'| 'filler': 'italian'}| {'type': 'business_type'| 'filler': 'restaurant'}]},locations,[{'type': 'food_type'| 'filler': 'italian'}| {'type': 'business_type'| 'filler': 'restaurant'}],where is the nearest italian restaurant
123295,2.17575,./slurp/slurp_real/audio-1502896332.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'four pm'}| {'type': 'date'| 'filler': 'tuesday'}]},set,[{'type': 'time'| 'filler': 'four pm'}| {'type': 'date'| 'filler': 'tuesday'}],set an alarm for four pm tuesday
128524,4.8633125,./slurp/slurp_real/audio-1499693442.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'personal_info'| 'filler': 'mail id'}]},querycontact,[{'type': 'personal_info'| 'filler': 'mail id'}],give me contact mail id
126894,2.048,./slurp/slurp_real/audio-1498565910-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],check the current playing music title
120021,1.151875,./slurp/slurp_real/audio-1502894870.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],what is it today
126038,8.576,./slurp/slurp_real/audio-1490704114-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],tell me how to go bali without airplane with lowest cost option time doesn't matter i have two hundred days travel time and only dollars to spend
120743,1.344,./slurp/slurp_real/audio-1490371258-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'time'| 'filler': 'ten day'}]},query,[{'type': 'time'| 'filler': 'ten day'}],ten day forecast
128351,2.4316875,./slurp/slurp_real/audio-1488991696.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'cooking_type'| 'filler': 'cook'}| {'type': 'food_type'| 'filler': 'pasta'}]},recipe,[{'type': 'cooking_type'| 'filler': 'cook'}| {'type': 'food_type'| 'filler': 'pasta'}],how much time to cook pasta
120842,3.392,./slurp/slurp_real/audio-1492780408-headset.flac,{'scenario': 'takeaway'| 'action': 'query'| 'entities': [{'type': 'order_type'| 'filler': 'delivery'}]},query,[{'type': 'order_type'| 'filler': 'delivery'}],can i get delivery from here
127139,4.928,./slurp/slurp_real/audio-1501773548-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'food_type'| 'filler': 'defrosting salt'}| {'type': 'business_type'| 'filler': 'store'}]},query,[{'type': 'food_type'| 'filler': 'defrosting salt'}| {'type': 'business_type'| 'filler': 'store'}],should i pick up some defrosting salt at the store
119991,1.536,./slurp/slurp_real/audio-1490370869-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],what is your mother language
123595,2.176,./slurp/slurp_real/audio-1499089045-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'apple'}]},stock,[{'type': 'business_name'| 'filler': 'apple'}],give me the opening stock price of apple
120974,1.92,./slurp/slurp_real/audio--1504192616-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},volume_up,[],turn the volume up
120123,3.071625,./slurp/slurp_real/audio-1490105107.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},createoradd,[],include an item to a list
127378,2.944,./slurp/slurp_real/audio-1502374682-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],what's on my schedule for today
125895,4.799375,./slurp/slurp_real/audio-1490955652.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'person'| 'filler': 'ashmit'}]},sendemail,[{'type': 'person'| 'filler': 'ashmit'}],send ashmit his latest tech topics available
125454,1.984,./slurp/slurp_real/audio-1498570213-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'paris hilton'}]},factoid,[{'type': 'person'| 'filler': 'paris hilton'}],how did paris hilton become famous
125549,2.3676875,./slurp/slurp_real/audio-1497268159.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},coffee,[],prepare coffee
121814,2.943625,./slurp/slurp_real/audio-1498485441.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'world'}]},factoid,[{'type': 'place_name'| 'filler': 'world'}],how many rivers are there in the world
123121,2.751625,./slurp/slurp_real/audio-1490110063.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': []},query,[],latest events
127351,3.5526875,./slurp/slurp_real/audio-1502311224.flac,{'scenario': 'audio'| 'action': 'volume_down'| 'entities': []},volume_down,[],please speak quieter to me
124120,3.3275625,./slurp/slurp_real/audio-1489674230.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],who are the top five all time nhl goal scorers
121864,2.687625,./slurp/slurp_real/audio-1490263176.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}]},query,[{'type': 'transport_type'| 'filler': 'train'}],how much for a train ticket
121977,1.024,./slurp/slurp_real/audio-1502376354-headset.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': []},recipe,[],recipes
126133,3.712,./slurp/slurp_real/audio-1501766373-headset.flac,"{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'relation'| 'filler': 'co worker'}| {'type': 'date'| 'filler': ""today's""}]}",sendemail,"[{'type': 'relation'| 'filler': 'co worker'}| {'type': 'date'| 'filler': ""today's""}]",publish an email to my co worker with today's scheduled meeting information
123667,2.816,./slurp/slurp_real/audio-1501698663-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'ball'}]},definition,[{'type': 'definition_word'| 'filler': 'ball'}],describe to me what a ball looks like
121071,2.17575,./slurp/slurp_real/audio-1490104476.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},query,[{'type': 'media_type'| 'filler': 'facebook'}],find me new comments from my facebook
122736,2.112,./slurp/slurp_real/audio-1502200169-headset.flac,{'scenario': 'audio'| 'action': 'volume_mute'| 'entities': []},volume_mute,[],mute the settings
128125,2.4316875,./slurp/slurp_real/audio-1488986082.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'coffee_type'| 'filler': 'espresso'}]},coffee,[{'type': 'coffee_type'| 'filler': 'espresso'}],can i have an espresso please
123422,7.9349375,./slurp/slurp_real/audio-1488969976.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'eminem'}| {'type': 'player_setting'| 'filler': 'shuffle'}]},music,[{'type': 'artist_name'| 'filler': 'eminem'}| {'type': 'player_setting'| 'filler': 'shuffle'}],make a playlist of all songs of eminem and play with shuffle
127058,3.071625,./slurp/slurp_real/audio-1501751484.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'date'| 'filler': 'today'}]},quirky,[{'type': 'date'| 'filler': 'today'}],tell me the most strange thing happening in the world today
124681,3.904,./slurp/slurp_real/audio-1498566270-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'person'| 'filler': 'al'}| {'type': 'date'| 'filler': 'march twenty first'}| {'type': 'time'| 'filler': 'ten'}]},set,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'person'| 'filler': 'al'}| {'type': 'date'| 'filler': 'march twenty first'}| {'type': 'time'| 'filler': 'ten'}],i have a meeting with al on march twenty first at ten
127306,2.7864375,./slurp/slurp_real/audio-1502309831.flac,{'scenario': 'iot'| 'action': 'hue_lightoff'| 'entities': [{'type': 'house_place'| 'filler': 'room'}]},hue_lightoff,[{'type': 'house_place'| 'filler': 'room'}],turn the room light off
125723,2.4316875,./slurp/slurp_real/audio-1490019050.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'france'}]},query,[{'type': 'place_name'| 'filler': 'france'}],whats the best way to france
121276,1.98375,./slurp/slurp_real/audio-1502300258.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'date'| 'filler': 'today'}]},quirky,[{'type': 'date'| 'filler': 'today'}],what am i doing today
125448,1.023875,./slurp/slurp_real/audio-1490955718.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],play music
126008,1.279875,./slurp/slurp_real/audio-1502376267.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six'}| {'type': 'timeofday'| 'filler': 'morning'}]},set,[{'type': 'time'| 'filler': 'six'}| {'type': 'timeofday'| 'filler': 'morning'}],set an alarm at six in the morning
122717,3.456,./slurp/slurp_real/audio-1501759252-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': []},definition,[],try out in wikipedia
120151,3.7755,./slurp/slurp_real/audio-1497879933.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'euro'}| {'type': 'currency_name'| 'filler': 'dollars'}]},currency,[{'type': 'currency_name'| 'filler': 'euro'}| {'type': 'currency_name'| 'filler': 'dollars'}],tell me one euro equals dollars
126451,2.04775,./slurp/slurp_real/audio-1501686176.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'fourteenth'}]},remove,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'fourteenth'}],cancel my meeting on the fourteenth
124745,5.76,./slurp/slurp_real/audio-1497865162-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'place_name'| 'filler': 'usa'}]},post,[{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'place_name'| 'filler': 'usa'}],bring up facebook and wish a happy birthday to the country usa
127536,5.1833125,./slurp/slurp_real/audio-1499693684.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},query,[],can you please tell me what i have on my list
120761,2.112,./slurp/slurp_real/audio-1499689321-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'tweet'}]},post,[{'type': 'media_type'| 'filler': 'tweet'}],new tweet
121723,2.112,./slurp/slurp_real/audio-1501767552-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'person'| 'filler': 'chelsea'}]},set,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'person'| 'filler': 'chelsea'}],book a meeting with chelsea
128280,2.752,./slurp/slurp_real/audio-1502198024-headset.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'food_type'| 'filler': 'italian'}| {'type': 'business_type'| 'filler': 'restaurant'}]},locations,[{'type': 'food_type'| 'filler': 'italian'}| {'type': 'business_type'| 'filler': 'restaurant'}],where is the nearest italian restaurant
126209,4.096,./slurp/slurp_real/audio-1502201209-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'take my rain coat'}]},set,[{'type': 'event_name'| 'filler': 'take my rain coat'}],i want you to remind me to take my rain coat because it may rain
121885,4.607375,./slurp/slurp_real/audio-1502896604.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'time'| 'filler': 'eight am'}| {'type': 'time'| 'filler': 'five pm'}| {'type': 'date'| 'filler': 'today'}]},query,[{'type': 'time'| 'filler': 'eight am'}| {'type': 'time'| 'filler': 'five pm'}| {'type': 'date'| 'filler': 'today'}],do i have anywhere to be between eight am and five pm today
121464,0.96,./slurp/slurp_real/audio-1495369754-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],play the current playlist
123028,1.984,./slurp/slurp_real/audio-1501156903-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': [{'type': 'house_place'| 'filler': 'room'}]},hue_lightdim,[{'type': 'house_place'| 'filler': 'room'}],make a room darker
125422,1.023875,./slurp/slurp_real/audio-1502375959.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'song_name'| 'filler': 'hurts like heaven'}]},music,[{'type': 'song_name'| 'filler': 'hurts like heaven'}],play hurts like heaven
123171,5.712125,./slurp/slurp_real/audio-1501697434.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'song_name'| 'filler': 'notorious thugs'}| {'type': 'artist_name'| 'filler': 'bone thugs'}]},music,[{'type': 'song_name'| 'filler': 'notorious thugs'}| {'type': 'artist_name'| 'filler': 'bone thugs'}],i need to hear notorious thugs by bone thugs now
125786,4.735375,./slurp/slurp_real/audio-1497271142.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'date'| 'filler': 'today'}]},createoradd,[{'type': 'date'| 'filler': 'today'}],add buy groceries to my to do list for today
121792,1.98375,./slurp/slurp_real/audio-1499089264.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],what is on the list for today
122723,2.176,./slurp/slurp_real/audio-1494609113-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'rained'}]},query,[{'type': 'weather_descriptor'| 'filler': 'rained'}],is my golf game going to get rained out
121500,4.544,./slurp/slurp_real/audio-1497867780-headset.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'business_type'| 'filler': 'good to eat'}| {'type': 'place_name'| 'filler': 'cincinnati'}]},locations,[{'type': 'business_type'| 'filler': 'good to eat'}| {'type': 'place_name'| 'filler': 'cincinnati'}],i'm starving whats good to eat in cincinnati
120259,2.04775,./slurp/slurp_real/audio--1504193138.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'player_setting'| 'filler': 'pause'}| {'type': 'media_type'| 'filler': 'audiobook'}]},audiobook,[{'type': 'player_setting'| 'filler': 'pause'}| {'type': 'media_type'| 'filler': 'audiobook'}],pause the audiobook
121645,2.3036875,./slurp/slurp_real/audio-1501766494.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': []},definition,[],use in a sentence
126576,2.751625,./slurp/slurp_real/audio-1497887628.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'music_genre'| 'filler': 'modern rock'}]},music,[{'type': 'music_genre'| 'filler': 'modern rock'}],i want to hear some modern rock
127048,1.279875,./slurp/slurp_real/audio-1499267160.flac,{'scenario': 'datetime'| 'action': 'convert'| 'entities': []},convert,[],convert time zone
122889,4.2234375,./slurp/slurp_real/audio--1506521608.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'harrypotter'}| {'type': 'media_type'| 'filler': 'audiobook'}]},audiobook,[{'type': 'audiobook_name'| 'filler': 'harrypotter'}| {'type': 'media_type'| 'filler': 'audiobook'}],open harrypotter audiobook and play from last played
124129,1.215875,./slurp/slurp_real/audio-1490354876.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': []},radio,[],play some radio
127572,4.992,./slurp/slurp_real/audio-1501752278-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'pick me up'}| {'type': 'time'| 'filler': 'twelve noon'}| {'type': 'place_name'| 'filler': 'airport'}| {'type': 'time'| 'filler': 'three pm'}| {'type': 'event_name'| 'filler': 'meeting'}]},set,[{'type': 'event_name'| 'filler': 'pick me up'}| {'type': 'time'| 'filler': 'twelve noon'}| {'type': 'place_name'| 'filler': 'airport'}| {'type': 'time'| 'filler': 'three pm'}| {'type': 'event_name'| 'filler': 'meeting'}],remember to pick me up by twelve noon from the airport i have a three pm meeting
123163,3.9675,./slurp/slurp_real/audio-1501690366.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': []},locations,[],can you tell me the cheapest place to get ground beef
123728,2.176,./slurp/slurp_real/audio-1490355970-headset.flac,{'scenario': 'music'| 'action': 'dislikeness'| 'entities': []},dislikeness,[],i don't like that song turn it off
128178,4.1594375,./slurp/slurp_real/audio-1434533519.flac,{'scenario': 'takeaway'| 'action': 'query'| 'entities': []},query,[],is my order ready for pick up now
124495,2.688,./slurp/slurp_real/audio-1502299349-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': [{'type': 'change_amount'| 'filler': 'a little bit'}]},hue_lightdim,[{'type': 'change_amount'| 'filler': 'a little bit'}],please lower the lights a little bit
122456,2.17575,./slurp/slurp_real/audio-1490798948.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'five minutes'}| {'type': 'event_name'| 'filler': 'cookies'}]},set,[{'type': 'time'| 'filler': 'five minutes'}| {'type': 'event_name'| 'filler': 'cookies'}],set a timer for five minutes for cookies
128323,5.921125,./slurp/slurp_real/audio-1501692913.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],explain to me about what different countries are represented in the book of revelation
119936,2.5596875,./slurp/slurp_real/audio-1497882439.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},set,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}],schedule a meeting with my colleague
124413,2.3036875,./slurp/slurp_real/audio-1502195298.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],what's new on itunes
123944,2.04775,./slurp/slurp_real/audio-1498568857.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],play my favorite song
123644,3.0650625,./slurp/slurp_real/audio-1502114418.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},query,[],what is the current date time group
122221,3.7755,./slurp/slurp_real/audio-1497367585.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'inchoate'}]},definition,[{'type': 'definition_word'| 'filler': 'inchoate'}],what is the definition of inchoate
125318,2.176,./slurp/slurp_real/audio-1490703198-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],earthquake prediction
125996,3.264,./slurp/slurp_real/audio-1490369689-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'shorts'}| {'type': 'date'| 'filler': 'today'}]},query,[{'type': 'weather_descriptor'| 'filler': 'shorts'}| {'type': 'date'| 'filler': 'today'}],will i be able to get away with shorts today
121196,2.6236875,./slurp/slurp_real/audio--1504197847.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'player_setting'| 'filler': 'resume'}| {'type': 'audiobook_name'| 'filler': 'french lesson'}]},audiobook,[{'type': 'player_setting'| 'filler': 'resume'}| {'type': 'audiobook_name'| 'filler': 'french lesson'}],resume the reading of the french lesson
126896,4.8,./slurp/slurp_real/audio-1490108467-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],check the current playing music title
122049,3.904,./slurp/slurp_real/audio-1490193419-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'song_name'| 'filler': 'be warned'}| {'type': 'artist_name'| 'filler': 'tech n9ne'}]},music,[{'type': 'song_name'| 'filler': 'be warned'}| {'type': 'artist_name'| 'filler': 'tech n9ne'}],olly put on be warned by tech n9ne
122563,7.0390625,./slurp/slurp_real/audio-1488984604.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'general_frequency'| 'filler': 'every day'}| {'type': 'time'| 'filler': 'eight am'}]},set,[{'type': 'general_frequency'| 'filler': 'every day'}| {'type': 'time'| 'filler': 'eight am'}],make a repeating reminder for my work tasks every day at eight am
120016,1.984,./slurp/slurp_real/audio--1504192503-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},query,[],what alarms are upcoming
122473,4.0954375,./slurp/slurp_real/audio-1499695133.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'facebook'}]},stock,[{'type': 'business_name'| 'filler': 'facebook'}],what is the current stock rate of facebook
122431,1.344,./slurp/slurp_real/audio-1498567181-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},query,[],tell me current time
123557,2.3676875,./slurp/slurp_real/audio--1504197915.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'player_setting'| 'filler': 'resume'}| {'type': 'media_type'| 'filler': 'audiobook'}]},audiobook,[{'type': 'player_setting'| 'filler': 'resume'}| {'type': 'media_type'| 'filler': 'audiobook'}],resume last played audiobook
120927,2.368,./slurp/slurp_real/audio-1490181974-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],what is the name of this musical group
